,0,1,2,3,4
2251,2021-03-07 08:19:51,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",gauravOne_8,,en
2252,2021-03-07 08:19:50,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",Darshanmsd777,"Mysore, India",en
2253,2021-03-07 08:19:49,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",Saurav20071994,India,en
2254,2021-03-07 08:19:42,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",BeingManas2,India,en
2255,2021-03-07 08:19:40,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",ShubhoDeepMukh5,Lucknow ,en
2256,2021-03-07 08:19:38,"RT @TheHinduScience: Researchers from Jawaharlal Nehru Centre for Advanced Scientific Research, Bengaluru, have dev… https://t.co/T8q7X2pFvc",somitsrivastav,"New Ashok Nagar, New Delhi",en
2257,2021-03-07 08:19:34,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",Mersal_Akash_,"Thiruvarur, India",en
2258,2021-03-07 08:19:28,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",kumarfaculty,ANAIMALAI /POLLACHI COIMBATORE,en
2259,2021-03-07 08:19:24,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",Imsneha7,Hyderabad. India,en
2260,2021-03-07 08:19:23,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",zishanism,India,en
2261,2021-03-07 08:19:23,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",Venkateshdd7,India,en
2262,2021-03-07 08:19:22,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",pankajd06582127,"Khora Colony, Noida",en
2263,2021-03-07 08:19:21,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",KavinVijay_S,,en
2264,2021-03-07 08:19:19,"So @ChennaiIPL will play five matches in Mumbai, four in Delhi, three in Bengaluru and two in Kolkata #IPL",venkatatweets,Where ever cricket takes me,en
2265,2021-03-07 08:19:18,"IPL to be be played behind closed doors initially, call on allowing fans will be taken at a later stage of the tour… https://t.co/oOzbBzlQJK",keshavcric,"Bikaner, India",en
2266,2021-03-07 08:19:15,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",AtulVTrivedi1,"Ghodasar, Ahmadabad City",en
2267,2021-03-07 08:19:11,"RT @BrokenCricket: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai
RCB w…",imsweetsiva1,,en
2268,2021-03-07 08:19:11,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",Amit64524812,,en
2269,2021-03-07 08:19:08,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",rameshbehera985,"Tiruppur, India",en
2270,2021-03-07 08:19:04,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",Gujjusguj,,en
2271,2021-03-07 08:19:01,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",krishna89991,"Lanka, Assam",en
2272,2021-03-07 08:18:55,"RT @toisports: JUST IN: @BCCI announces schedule of @IPL 2021, to be held at six venues in India from April 9 to May 30.

Ahmedabad, Bengal…",Milindsingh19,India,en
2273,2021-03-07 08:18:51,"RT @AshwiniMS_TNIE: Karnataka's ExAgri minister @krishnabgowda 's
push for GlobalRecognition of millets got BigBoost, UN GeneralAssembly pa…",onebulletonekil,,en
2274,2021-03-07 08:18:41,"#IPL to kickstart on April 9th 2021 in Chennai

Ahmedabad will host the Playoffs and the final on 30th May

Ahmedab… https://t.co/vpkMC8bV3v",FILMISTAN5,"Ahmadabad City, India",en
2275,2021-03-07 08:18:40,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",Physics100rabh,"Azamgarh, Varanasi, UP,  INDIA",en
2276,2021-03-07 08:18:39,"Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host IPL 2021 Interestingly

CSK won't play at Chennai… https://t.co/lp6hKszrvl",BrokenCricket,brokencricket@altletics.com,en
2277,2021-03-07 08:18:22,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",VikashGYadav1,,en
2278,2021-03-07 08:18:19,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",mragwani_deepak,"Rajasthan, India",en
2279,2021-03-07 08:18:16,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",KingSlayer_Rule,,en
2280,2021-03-07 08:18:09,"IPL 2021 schedule is out now! 60 matches, 6 venues in 52-day timeline. 

Ahmedabad, Bengaluru, Chennai, Delhi, Kolk… https://t.co/NHunP9aipY",imSkrishnaaa,India,en
2281,2021-03-07 08:18:08,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",im_Nayab,"Uttar Pradesh, India",en
2282,2021-03-07 08:18:06,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",Padmana77819026,"Chennai, India",en
2283,2021-03-07 08:18:05,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",BojadlaShiva,,en
2284,2021-03-07 08:17:53,"Finals to be played on 30th May in Ahmedabad.

The tournament will be played across 6 venues - Delhi, Kolkata, Mumb… https://t.co/FNWOaDA1DF",kanzzpp,,en
2285,2021-03-07 08:17:46,"RT @AAPBangalore: AAP's growth in Karnataka!
@aapkaprithvi talks to @aksheevthakur
from @TheHansIndiaWeb.

Read here: https://t.co/QKiM35Fg…",faraz_v,"Sharjah, United Arab Emirates",en
2286,2021-03-07 08:17:35,"RT @thebetterindia: Moreover, through his venture, he provides gardening inputs to a regular customer base of 10,000 people.

#hydroponics…",rajya_gupta,,en
2287,2021-03-07 08:17:24,"RT @thusi_c: #IPL to kickstart on April 9th 2021 in Chennai

Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata to host the matches

Ah…",johnpl618,chennai,en
2288,2021-03-07 08:17:24,"RT @vinayakkm: Out of the 56 league matches, Chennai, Mumbai, Kolkata &amp; Bengaluru will host 10 matches each while Ahmedabad and Delhi will…",abhijeet_ZADE,"Seawoods, Mumbai",en
2289,2021-03-07 08:17:24,RT @Im__Arfan: No RCB games in bengaluru like wtf is this shit,jathinreddy09,"Hyderabad, India",en
2290,2021-03-07 08:17:20,"After nearly two years, the IPL extravaganza will return home with Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; K… https://t.co/cIDrMzV2YD",gopi4_pspk,East Godavari,en
2291,2021-03-07 08:17:11,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",binayshyamal1,,en
2292,2021-03-07 08:17:03,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",Tiwari1986Surya,New Delhi,en
2293,2021-03-07 08:16:57,"RT @CricSubhayan: #IPL2021: 

- Playoffs and final at #NarendraModiStadium

- Chennai, Mumbai, Kolkata &amp; Bengaluru will host 10 matches eac…",cricketInfinite,"Pune, Ahmadabad & Southall",en
2294,2021-03-07 08:16:42,"#IPL to kickstart on April 9th 2021 in Chennai

Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata to host the… https://t.co/kvZUebRbIo",thusi_c,Sri Lanka,en
2295,2021-03-07 08:16:39,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",mannan_17,,en
2296,2021-03-07 08:16:34,@IamADWIN @CricCrazyJohns Need pitches like bengaluru where atleast 280 should be the avg 1st innings for women cricket,Aryansoodking,near charging point,en
2297,2021-03-07 08:16:33,RT @anil_lulla: A lone sambar deer being chased by a pack of #strays somewhere between Hennur-Horamavu in #Bengaluru last night. How did it…,ramcharan1989,,en
2298,2021-03-07 08:16:31,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",AqsaMaq06475790,Pakistan,en
2299,2021-03-07 08:16:29,The current temperature is 34.1° Celsius #Bengaluru #Bangalore #weather #temperature #India #Summer #hot #climate,Bengaluru_KA,ಭಾರತ 🇮🇳,en
2300,2021-03-07 08:16:21,"RT @ThePenBugs: IPL 2021 schedule announced | Penbugs 

#Ipl2021 #Ipl #India #Chennai #Kolkata #Mumbai #Delhi #Bengaluru #Ahmedabad #Iplope…",RetweetsMumbai,Mumbai,en
2301,2021-03-07 08:16:18,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",blastaarman,,en
2302,2021-03-07 08:16:05,"RT @stpiguwahati: Consule Générale of France in Bengaluru, decorated Mr. Biren Ghose (@birenghose) Chief Mentor in #STPIOctaNE with the hig…",suryakanthvk,Mysore / Gulbarga ,en
2303,2021-03-07 08:16:00,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",786_nadz,"Mumbai, India",en
2304,2021-03-07 08:15:48,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",Harshitr2001,"Gandhinagar,Gujarat",en
2305,2021-03-07 08:15:36,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",karthick_offf,"Madurai South, India",en
2306,2021-03-07 08:15:32,"Kolkata Knight Riders

League game venues : 

5 games Chinnaswamy, Bengaluru.
4 games N. Modi Stadium, Ahmedabad.
3… https://t.co/fOrKLg2xHY",StarkAditya_,"New Delhi, India",en
2307,2021-03-07 08:15:20,"https://t.co/XeorpzU2ZM

@KSRTC_Journeys @LaxmanSavadi 

Never support such a biased motives. This would incur addi… https://t.co/8A5kWszLB0",MYSURU_PAGE,Mysuru,en
2308,2021-03-07 08:15:12,Who let the potholes vote? #LiveableCity #Bengaluru,moosemaniam,Bangalore,en
2309,2021-03-07 08:15:09,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",AtulBan30310662,,en
2310,2021-03-07 08:14:40,"@rashikarajput01 IPL schedule out...6 cities...
Chennai , mumbai , delhi , kolkata , bengaluru , Ahmedabad..
Qualif… https://t.co/gvNBAM1PiD",Jatin147sharma,,en
2311,2021-03-07 08:14:31,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",Sushant_P1,,en
2312,2021-03-07 08:14:25,"RT @MirrorNow: In a shocking incident, a 39-year-old woman in #Karnataka’s Bengaluru was allegedly assaulted by her husband after she asked…",kas256,,en
2313,2021-03-07 08:14:24,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",im_Nayab,"Uttar Pradesh, India",en
2314,2021-03-07 08:14:20,"Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will host matches during #IPL2021. The tournament is startin… https://t.co/Db2aymt4nT",im_sandipan,"Kolkata, India",en
2315,2021-03-07 08:14:17,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",Vishubh77311193,,en
2316,2021-03-07 08:14:13,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",Sushant_P1,,en
2317,2021-03-07 08:14:12,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",ShortThirdMan93,"Chennai, TN, India",en
2318,2021-03-07 08:14:10,"RT @thebetterindia: Moreover, through his venture, he provides gardening inputs to a regular customer base of 10,000 people.

#hydroponics…",EncourageAAP,,en
2319,2021-03-07 08:13:55,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",Humourously_S,"New Delhi, India",en
2320,2021-03-07 08:13:54,"RT @sreshthx: IPL schedule: Out of the 56 league matches, Chennai, Mumbai, Kolkata &amp; Bengaluru will host 10 matches each while Ahmedabad an…",SaiKris75286313,"Hyderabad / Bangalore, India",en
2321,2021-03-07 08:13:54,"RT @ashim_sport: IPL to be be played behind closed doors initially, call on allowing fans will be taken at a later stage of the competition…",Hdukiee,"Chennai, India",en
2322,2021-03-07 08:13:42,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",thalari_nagesh,Tirupathi,en
2323,2021-03-07 08:13:38,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",MusafirSafar1,"Gujarat, India",en
2324,2021-03-07 08:13:33,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",somashekar7391,"Kompally, Medchal",en
2325,2021-03-07 08:13:31,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",KubrikStanley,PostCovid19 ,en
2326,2021-03-07 08:13:28,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",arjunjadhav_,"चांदवड,भारत",en
2327,2021-03-07 08:13:23,"IPL to be be played behind closed doors initially, call on allowing fans will be taken at a later stage of the comp… https://t.co/f4YOJJtrzK",ashim_sport,Darjeeling/Delhi/Blr,en
2328,2021-03-07 08:13:22,"@PiyushGoyal
@nimmasuresh
@BBMPCOMM
@nammametro
Namma Metro's airport line inches closer to reality - The New India… https://t.co/YdghYpxKLs",angelsspeak2020,,en
2329,2021-03-07 08:13:17,"RT @Cricrajeshpk: #IPL2021 Schedule: 

First Match on 9th April - MI vs RCB at Chennai

Ahmedabad will host the Playoffs as well as the fin…",world_cric_live,Cricket Stadium,en
2330,2021-03-07 08:13:16,Hi @BLRAirport @lkoairport @airindiain Passenger travelled from Bengaluru to Lucknow Airport on 06/03/21 in Air Ind… https://t.co/h9p61wIPCG,rakeshksingh,"Bangalore, India",en
2331,2021-03-07 08:13:08,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",zishanism,India,en
2332,2021-03-07 08:13:07,"Each team is set to play at four venues during the league stage. Out of the 56 league matches, Chennai, Mumbai, Kol… https://t.co/W2ls0VbLA6",sportstigerapp,"Jaipur, Rajasthan",en
2333,2021-03-07 08:13:04,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",PatelBhanu2,,en
2334,2021-03-07 08:13:02,"RT @Cricrajeshpk: #IPL2021 Schedule: 

First Match on 9th April - MI vs RCB at Chennai

Ahmedabad will host the Playoffs as well as the fin…",cricket24x7Ind,Cricket Stadium ,en
2335,2021-03-07 08:13:00,"RT @toisports: JUST IN: @BCCI announces schedule of @IPL 2021, to be held at six venues in India from April 9 to May 30.

Ahmedabad, Bengal…",Devansh63064433,,en
2336,2021-03-07 08:12:56,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",ShortThirdMan93,"Chennai, TN, India",en
2337,2021-03-07 08:12:55,"RT @venkatatweets: Chennai, Mumbai, Kolkata &amp; Bengaluru will host 10 matches and none of it will include their respective home team #IPL",__ImPK,Smol wall,en
2338,2021-03-07 08:12:54,RT @ManishaMG4: Hi this is Manisha. I had booked to and fro flight tickets from Bengaluru-bali in Jan 2019 for travel dates in april 2019 t…,celndra,"Mumbai, India",en
2339,2021-03-07 08:12:49,"RT @Cricrajeshpk: #IPL2021 Schedule: 

First Match on 9th April - MI vs RCB at Chennai

Ahmedabad will host the Playoffs as well as the fin…",IndCricket24x7,,en
2340,2021-03-07 08:12:48,"RT @toisports: JUST IN: @BCCI announces schedule of @IPL 2021, to be held at six venues in India from April 9 to May 30.

Ahmedabad, Bengal…",deep221187,"Kanpur, India",en
2341,2021-03-07 08:12:47,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",priyamudan_vj,"London, England 🇬🇧",en
2342,2021-03-07 08:12:44,"stop linguistic racism,i searched for key makers in Bengaluru Karnataka, but the service are listed in unknown lang… https://t.co/rcInx548yu",Ashwin_Gowda_yj,,en
2343,2021-03-07 08:12:41,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",ItsMeNani36,,en
2344,2021-03-07 08:12:31,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",vikkitimes,Chennai,en
2345,2021-03-07 08:12:30,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",Praneeth15_,,en
2346,2021-03-07 08:12:27,"RT @Cricrajeshpk: #IPL2021 Schedule: 

First Match on 9th April - MI vs RCB at Chennai

Ahmedabad will host the Playoffs as well as the fin…",IndianDomestic,,en
2347,2021-03-07 08:12:23,"Chennai, Mumbai, Kolkata &amp; Bengaluru will host 10 matches and none of it will include their respective home team #IPL",venkatatweets,Where ever cricket takes me,en
2348,2021-03-07 08:12:22,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",MayurTanwar8,India,en
2349,2021-03-07 08:12:10,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",Premk_R,,en
2350,2021-03-07 08:12:03,"Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata to be the cities to host #IPL2021. The opening game will be… https://t.co/aIxZU389jL",vivek9301,,en
2351,2021-03-07 08:12:00,"RT @CricAngel2020: Out of the 56 league matches, Chennai, Mumbai, Kolkata &amp; Bengaluru will host 10 matches each while Ahmedabad and Delhi w…",V_Trips7781,Dhoni's Boots,en
2352,2021-03-07 08:11:58,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",vjsingh725,chinyalisaur India,en
2353,2021-03-07 08:11:56,"IPL 2021 schedule announced | Penbugs 

#Ipl2021 #Ipl #India #Chennai #Kolkata #Mumbai #Delhi #Bengaluru #Ahmedabad… https://t.co/SSWNUvpneO",ThePenBugs,,en
2354,2021-03-07 08:11:54,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",Dilip_105718,,en
2355,2021-03-07 08:11:54,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",Rajiv39607239,,en
2356,2021-03-07 08:11:47,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",Vrajesh064,,en
2357,2021-03-07 08:11:42,"RT @thebetterindia: Moreover, through his venture, he provides gardening inputs to a regular customer base of 10,000 people.

#hydroponics…",AvengersFan2908,,en
2358,2021-03-07 08:11:29,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",Offlpriya,Kerala,en
2359,2021-03-07 08:11:29,"RT @cricbuzz: The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi and Ahmed…",Pritham3977,,en
2360,2021-03-07 08:11:23,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",2010Vinodku,India,en
2361,2021-03-07 08:11:15,"RT @thebetterindia: Moreover, through his venture, he provides gardening inputs to a regular customer base of 10,000 people.

#hydroponics…",Aakashwani16,,en
2362,2021-03-07 08:11:13,"16th May CSK VS MI , Bengaluru. Crowds allow karo pls 😭😭😭 

#IPL2021",ObsessionSnap,India,en
2363,2021-03-07 08:11:09,"Out of the 56 league matches, Chennai, Mumbai, Kolkata &amp; Bengaluru will host 10 matches each while Ahmedabad and De… https://t.co/6e6MeQ3iQQ",CricAngel2020,,en
2364,2021-03-07 08:11:03,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",ImNagFan,"Hyderabad, India",en
2365,2021-03-07 08:11:02,"RT @thebetterindia: Moreover, through his venture, he provides gardening inputs to a regular customer base of 10,000 people.

#hydroponics…",venkat_m_pe,,en
2366,2021-03-07 08:10:49,"The 56 league stage matches have been split in 10 games each in Chennai, Mumbai, Kolkata and Bengaluru, while Delhi… https://t.co/Ecv8WhTmrv",cricbuzz,,en
2367,2021-03-07 08:10:44,"📢Just in: 

The BCCI has announced the schedule for #IPL2021

It begins on 9th April in Chennai and the final will… https://t.co/gIH5yJEo7O",AfghanAtalan1,Afghanistan,en
2368,2021-03-07 08:10:40,"RT @stpiguwahati: Consule Générale of France in Bengaluru, decorated Mr. Biren Ghose (@birenghose) Chief Mentor in #STPIOctaNE with the hig…",STPI062,"Lucknow, India",en
2369,2021-03-07 08:10:34,"#BREAKING @BCCI announces schedule of @IPL 2021, to be held at six venues in India from April 9 to May 30.

Ahmedab… https://t.co/ytKyzwinlt",gschandresh,"Tamil Nadu, India",en
2370,2021-03-07 08:10:31,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",AzamFaran,"Rawalpindi,Punjab",en
2371,2021-03-07 08:10:26,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",praga_111,"Mumbai, Maharashtra, INDIA",en
2372,2021-03-07 08:10:23,"#KKR will be playing in below cities..
Chennai - 3
Mumbai - 2
Ahmedabad - 4
Bengaluru - 5

Chinnaswamy is now like… https://t.co/7JDiYg3cRI",Sharat1408,,en
2373,2021-03-07 08:10:22,"RT @TheJaggi: Watch Bengaluru's dynamic MP @Tejasvi_Surya, Ashok Haranahalli, former AG of Karnataka, and me at a panel discussion on One n…",HarshRa54657978,"Bhopal, India",en
2374,2021-03-07 08:10:18,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",PatelPradipbha3,"Vapi, India",en
2375,2021-03-07 08:10:16,"RT @sreshthx: IPL schedule: Out of the 56 league matches, Chennai, Mumbai, Kolkata &amp; Bengaluru will host 10 matches each while Ahmedabad an…",SohamTheRed,"Bengaluru, Karnataka, India",en
2376,2021-03-07 08:10:09,"RT @RishiPrasadOrg: A door to door Rishi Prasad Campaign at Mahadevpura Area, Bengaluru with the holy inspiration of Sant Shri AsharamJi Ba…",j9zKiU5qvyJJ8To,,en
2377,2021-03-07 08:10:04,RT @XpressBengaluru: Bengaluru has been declared as the 'Most Liveable City'. On this week’s #TNIEtalkroom we discuss what makes Bengaluru…,rjgms,"Valencia, Mangalore",en
2378,2021-03-07 08:10:01,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",saber1003chinar,Kashmir,en
2379,2021-03-07 08:09:55,"RT @XpressBengaluru: Chandri is leading a life she loves, thanks to finding kinship and community with fellow members of Aravani Art Projec…",DianaSahu_TNIE,Odisha,en
2380,2021-03-07 08:09:48,"RT @toisports: JUST IN: @BCCI announces schedule of @IPL 2021, to be held at six venues in India from April 9 to May 30.

Ahmedabad, Bengal…",__ranbir_kapoor,,en
2381,2021-03-07 08:09:44,"Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away game… https://t.co/ZDPR1jyFn8",Indikaliyan78,"Doha, Qatar🇶🇦",en
2382,2021-03-07 08:09:41,"RT @KhushnumaKashm1: Javid Parsa runs Parsa’s, a restaurant chain that has 27 outlets across #Kashmir, #Noida, #Bengaluru and #Ladakh. This…",Umashan15987145,,en
2383,2021-03-07 08:09:40,"RT @CKRBJP: Had a meeting with Shakti Kendra leaders of Thirubhuvanai
assembly constituency Puducherry and updated all details with Bengalu…",Sukumar_Bng,"Bengaluru, India",en
2384,2021-03-07 08:09:39,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",mass_fan26,,en
2385,2021-03-07 08:09:36,"RT @ESPNcricinfo: Ahmedabad, Bengaluru, Chennai, Delhi, Mumbai &amp; Kolkata will be the six host cities

There will be no home/away games. All…",Suman_Vuchi1999,"Nellore, India",en
